pathway	pval	padj	log2err	ES	NES	size	leadingEdge	group
BIOCARTA_CELLCYCLE_PATHWAY	0.3587662337662338	0.8853245973668876	0.0857844408075645	0.46392621320344907	1.1082396352740933	6	8900,1026	Other
BIOCARTA_CERAMIDE_PATHWAY	0.854122621564482	0.9537319286108301	0.05547933087042326	-0.3987090367428004	-0.6866626535828682	2	5595,7132	Other
BIOCARTA_CFTR_PATHWAY	0.5517241379310345	0.918444829649174	0.07473852274390924	0.7364764267990074	0.9687982240928396	1	7430	Other
BIOCARTA_CHEMICAL_PATHWAY	0.6975425330812854	0.9243828090285362	0.05973179763644106	0.5233366434955313	0.8586135624013058	2	836,7157	Other
BIOCARTA_CIRCADIAN_PATHWAY	0.572938689217759	0.918444829649174	0.07492788183937392	-0.5273088381330685	-0.9081391508156985	2	1408,1407	Other
BIOCARTA_CLASSIC_PATHWAY	0.003173593183110006	0.112599086136743	0.4317076958033464	0.7946295375435106	1.7660607724579012	5	717,721,713,714,712	Other
BIOCARTA_COMP_PATHWAY	0.003173593183110006	0.112599086136743	0.4317076958033464	0.7946295375435106	1.7660607724579012	5	717,721,713,714,712	Other
BIOCARTA_CREB_PATHWAY	0.7662082514734774	0.9276810123009489	0.05712585100181134	-0.6208436724565757	-0.8217843163370746	1	5595	Other
BIOCARTA_CSK_PATHWAY	0.4300202839756592	0.9035297692968601	0.08809450103985174	0.8009925558312655	1.0536659930497596	1	920	Other
BIOCARTA_CTCF_PATHWAY	0.34789156626506024	0.8853245973668876	0.0833634065110386	0.3897556399894236	1.1054777713785107	10	7042,4609,7040,7048,7043,974,4193,7157,7046	Other
BIOCARTA_CTLA4_PATHWAY	0.1643002028397566	0.7426789190546962	0.15419096658142434	0.9290322580645162	1.222095872979647	1	940	Other
BIOCARTA_CTL_PATHWAY	0.20892494929006086	0.7915758351953786	0.13500203382863138	0.9002481389578164	1.184231791445021	1	3383	Other
BIOCARTA_CXCR4_PATHWAY	0.7662082514734774	0.9276810123009489	0.05712585100181134	-0.6208436724565757	-0.8217843163370746	1	5595	Other
BIOCARTA_CYTOKINE_PATHWAY	0.15010141987829614	0.7403142044595876	0.1619789488834018	0.939454094292804	1.2358052818111493	1	3569	Other
BIOCARTA_D4GDI_PATHWAY	0.6957403651115619	0.9243828090285362	0.06321911708594577	0.6679900744416873	0.8787078232001093	1	836	Other
BIOCARTA_DC_PATHWAY	0.5476673427991886	0.918444829649174	0.07511816352763015	0.739454094292804	0.9727151980446975	1	945	Other
BIOCARTA_DEATH_PATHWAY	0.8317972350230415	0.9497143293248655	0.060771945185353275	-0.3560483311960628	-0.7045640792753618	3	2620	Other
BIOCARTA_DNAFRAGMENT_PATHWAY	0.2646502835538752	0.8413792168899187	0.11331290842208036	0.713339826441657	1.1703427558460853	2	7153,836	Other
BIOCARTA_DREAM_PATHWAY	0.7662082514734774	0.9276810123009489	0.05712585100181134	-0.6208436724565757	-0.8217843163370746	1	5595	Other
BIOCARTA_DSP_PATHWAY	0.7662082514734774	0.9276810123009489	0.05712585100181134	-0.6208436724565757	-0.8217843163370746	1	5595	Other
BIOCARTA_ECM_PATHWAY	0.2119700748129676	0.7930657659447645	0.15016980212840597	-0.5191447041272998	-1.2848978747935536	5	5595,387,3688,6464,5216	Other
BIOCARTA_EDG1_PATHWAY	0.8362676056338029	0.9497143293248655	0.04802204159682506	0.3795330352707402	0.718057538138691	3	8877,387,5595	Other
BIOCARTA_EFP_PATHWAY	0.9675456389452333	0.9856963802577587	0.047829963311422925	0.523076923076923	0.6880817575430275	1	7157	Other
BIOCARTA_EGFR_SMRTE_PATHWAY	0.14516129032258066	0.7403142044595876	0.17669426893849804	-0.6944858420268256	-1.3742790935536215	3	7067,6256,7068	Other
BIOCARTA_EGF_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	5595,6464	Other
BIOCARTA_EICOSANOID_PATHWAY	0.8527397260273972	0.9537319286108301	0.04586203431179851	0.3335587030051627	0.6920364249758783	4	10800,5732,5734	Other
BIOCARTA_EIF2_PATHWAY	0.6247464503042597	0.9235199990667361	0.06847149044920875	0.707196029776675	0.9302813135662376	1	9451	Other
BIOCARTA_EIF4_PATHWAY	0.23545706371191136	0.8179520189783239	0.15016980212840597	-0.3946859289703488	-1.1821889725323413	8	1978,3667,5164,2690	Other
BIOCARTA_EIF_PATHWAY	0.7920604914933838	0.9309509575370557	0.053787280776029955	0.4786494538232373	0.7852974138091638	2	1973,1977	Other
BIOCARTA_EPHA4_PATHWAY	0.833648393194707	0.9497143293248655	0.0514264916187015	0.45680238331678247	0.749453963386339	2	5908,3688	Other
BIOCARTA_EPONFKB_PATHWAY	0.5198487712665406	0.9160913902039494	0.07417589655880091	0.6012909632571997	0.9865095105009312	2	1026,3091	Other
BIOCARTA_EPO_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	5595,6464	Other
BIOCARTA_ERAD_PATHWAY	0.39400921658986177	0.8853245973668876	0.10063338942303625	-0.526080476900149	-1.0410311588507049	3	4122,821,9695	Other
BIOCARTA_ERBB3_PATHWAY	0.7465618860510805	0.9276810123009489	0.058345277674361214	-0.6317617866004963	-0.8362361588306123	1	7321	Other
BIOCARTA_ERBB4_PATHWAY	0.9959432048681541	0.997067294264168	0.04650840487191565	0.5071960297766749	0.6671912297997857	1	6868	Other
BIOCARTA_ERK5_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	5595,6464	Other
BIOCARTA_ERK_PATHWAY	0.7465753424657534	0.9276810123009489	0.051951247619708235	0.37972166998011925	0.787811034793611	4	4609,6464,3688,5595	Other
BIOCARTA_ERYTH_PATHWAY	0.05347008310164239	0.5303681734493156	0.3217759180753611	0.6532338308457711	1.5604628534489418	6	6348,3569,3479,7042,7040,7043	Other
BIOCARTA_ETC_PATHWAY	0.6640471512770137	0.9243828090285362	0.06392719333599958	-0.6853598014888338	-0.9071815674352518	1	2820	Other
BIOCARTA_ETS_PATHWAY	0.934931506849315	0.9850664649511209	0.041655677397946726	0.287948371751856	0.5974083721080284	4	2114,1435,2113	Other
BIOCARTA_EXTRINSIC_PATHWAY	0.7789046653144016	0.9277433975420553	0.057852975703250924	0.6193548387096774	0.8147305819864312	1	2149	Other
BIOCARTA_FAS_PATHWAY	0.24647887323943662	0.8231948256032431	0.11331290842208036	0.6348733233979136	1.20114860437336	3	836,4000,8767	Other
BIOCARTA_FCER1_PATHWAY	0.5746753246753247	0.918444829649174	0.06170540536375225	0.3806986367047445	0.9094233226825433	6	4773,695,2207	Other
BIOCARTA_FEEDER_PATHWAY	0.20039292730844793	0.7915758351953786	0.13574094381042484	-0.9037220843672457	-1.1962184173060053	1	5236	Other
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.04280821917808219	0.4996303467699349	0.2878571172551493	0.7159147868390994	1.4853130954398452	4	5054,5328,2162	Other
BIOCARTA_FMLP_PATHWAY	0.8286189683860233	0.9487864340107404	0.04586203431179851	0.3246734396483388	0.72158534075448	5	4773,2769,5606	Other
BIOCARTA_FOSB_PATHWAY	0.11394891944990176	0.7202329564280014	0.1847064712077387	-0.9424317617866005	-1.2474567679649118	1	2891	Other
BIOCARTA_FREE_PATHWAY	0.00853076930362243	0.2093425056408794	0.3807304007227924	0.9970223325062034	1.3115334448804008	1	7498	Other
BIOCARTA_FXR_PATHWAY	0.1543340380549683	0.7403142044595876	0.16318012718068908	-0.7631578947368421	-1.314321916011044	2	8431,6256	Other
BIOCARTA_G1_PATHWAY	0.24492979719188768	0.8231948256032431	0.10592029273625286	0.4471890427506593	1.1869995527551325	8	8900,1026,7042,7040,7043	Other
BIOCARTA_G2_PATHWAY	0.23839009287925697	0.8231948256032431	0.10714023727672473	0.4404583956153463	1.2071560779465467	9	1647,1026,994,4193,7465,7157,7533,10971,545	Other
BIOCARTA_GATA3_PATHWAY	0.43289224952741023	0.9035297692968601	0.08383610571599288	0.6410129096325721	1.0516794203606128	2	4773,5606	Other
BIOCARTA_GCR_PATHWAY	0.4766734279918864	0.9098753984352362	0.0824344091527096	0.7786600496277916	1.0242886884108258	1	301	Other
BIOCARTA_GHRELIN_PATHWAY	0.11720226843100189	0.7210116167244196	0.17821987495197314	0.7999006951340616	1.3123590597993393	2	3479,3487	Other
BIOCARTA_GH_PATHWAY	0.16458852867830423	0.7426789190546962	0.1723243449009459	-0.5353473289295043	-1.3249998309705444	5	3667,2690,6517	Other
BIOCARTA_GLEEVEC_PATHWAY	0.6257088846880907	0.9235199990667361	0.06494076846128988	0.5578632976354098	0.915259803166772	2	4609,5595	Other
BIOCARTA_GPCR_PATHWAY	0.7485822306238186	0.9276810123009489	0.056411838821759604	0.5033068415494915	0.8257516181502557	2	4773,5595	Other
BIOCARTA_GRANULOCYTES_PATHWAY	0.5141776937618148	0.9143586340398856	0.07473852274390924	0.6055161872798827	0.9934416347753331	2	3383,5175	Other
BIOCARTA_GSK3_PATHWAY	0.4630281690140845	0.9035297692968601	0.0764767053228531	0.5332441448728746	1.008871276834033	3	4615,2697	Other
BIOCARTA_HBX_PATHWAY	0.9607072691552063	0.9856963802577587	0.04669480412820537	-0.5290322580645161	-0.7002574590050532	1	6464	Other
BIOCARTA_HCMV_PATHWAY	0.8248847926267281	0.9473088963470475	0.06116926267466889	-0.3596621957277695	-0.7117153531708311	3	5608,5595,5606	Other
BIOCARTA_HDAC_PATHWAY	0.5428082191780822	0.918444829649174	0.06705125798294667	0.4619606015360122	0.9584326845213209	4	3479,4773	Other
BIOCARTA_HER2_PATHWAY	0.31338028169014087	0.8641501860906371	0.09821233512174378	0.608138373944251	1.150567415905102	3	3569,6464,5595	Other
BIOCARTA_HES_PATHWAY	0.343811394891945	0.8822944297082229	0.09923333437711905	-0.8208436724565756	-1.086515794741424	1	1855	Other
BIOCARTA_HIF_PATHWAY	0.8255578093306288	0.9473088963470475	0.05513517633852569	0.6009925558312654	0.7905759092833077	1	3091	Other
BIOCARTA_HIVNEF_PATHWAY	0.6382636655948553	0.9243828090285362	0.05629407497009682	0.3367181238038606	0.849822271874521	7	836,4000,71,7132,4193	Other
BIOCARTA_HSP27_PATHWAY	0.6957403651115619	0.9243828090285362	0.06321911708594577	0.6679900744416873	0.8787078232001093	1	836	Other
BIOCARTA_IGF1MTOR_PATHWAY	0.8133561643835616	0.9439267052295149	0.04802204159682506	0.3521469624033018	0.7306016084488856	4	3479	Other
BIOCARTA_IGF1R_PATHWAY	0.34210526315789475	0.8795575896262395	0.1119183163251045	-0.49403578528827036	-1.1051694251900035	4	3667,5595,6464,7533	Other
BIOCARTA_IGF1_PATHWAY	0.6832191780821918	0.9243828090285362	0.05605958750323349	0.4064894652945296	0.8433463549845637	4	3479,6464,5595	Other
BIOCARTA_IL10_PATHWAY	0.20376712328767124	0.7915758351953786	0.12443416863039332	0.6060670595615232	1.2574112964700774	4	3569,3587,3162	Other
BIOCARTA_IL12_PATHWAY	0.8372093023255814	0.9497143293248655	0.056411838821759604	-0.4116186693147964	-0.7088958154672449	2	5608,2119	Other
BIOCARTA_IL17_PATHWAY	0.22887323943661972	0.8150413907284768	0.11828752612408502	0.6462349047322926	1.2226441485399093	3	3569,920,965	Other
BIOCARTA_IL1R_PATHWAY	0.19814241486068113	0.7915758351953786	0.11934844059101546	0.4589917655962318	1.2579501380438733	9	3569,7042,4615,7040,7043,5606,3554,3654	Other
BIOCARTA_IL2RB_PATHWAY	0.9950124688279302	0.997067294264168	0.05605958750323349	-0.1755345599204376	-0.4344530170518433	5	3667,5595,6464,5478,4609	Other
BIOCARTA_IL2_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	5595,6464	Other
BIOCARTA_IL3_PATHWAY	0.7096774193548387	0.9274888192979949	0.06847149044920875	-0.4083457526080477	-0.8080525142353912	3	5595,6464,3563	Other
BIOCARTA_IL4_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	3667,6464	Other
BIOCARTA_IL5_PATHWAY	0.11531190926275993	0.7202934050427329	0.1797823162983236	0.8013902681231381	1.3148029314190774	2	3569,920	Other
BIOCARTA_IL6_PATHWAY	0.31338028169014087	0.8641501860906371	0.09821233512174378	0.608138373944251	1.150567415905102	3	3569,6464,5595	Other
BIOCARTA_IL7_PATHWAY	0.7606490872210954	0.9276810123009489	0.05896944666909967	0.6312655086848635	0.8303984777938626	1	3575	Other
BIOCARTA_INFLAM_PATHWAY	0.0698051948051948	0.5812633737517833	0.21654283673534816	0.6194029850746269	1.4796468031560794	6	3569,7042,920,7040,7043,1435	Other
BIOCARTA_INSULIN_PATHWAY	0.2727272727272727	0.8450637132309158	0.1275053153001827	-0.5298210735586482	-1.1852219388858591	4	3667,6517,5595,6464	Other
BIOCARTA_INTEGRIN_PATHWAY	0.1745635910224439	0.7528585343771852	0.16693384871319314	-0.5300845350571854	-1.3119742667911187	5	4660,5595,387,3688,6464	Other
BIOCARTA_INTRINSIC_PATHWAY	0.696917808219178	0.9243828090285362	0.05513517633852569	0.4016082121512116	0.8332191871299394	4	1282,1284,2149	Other
BIOCARTA_IRES_PATHWAY	0.7920604914933838	0.9309509575370557	0.053787280776029955	0.4786494538232373	0.7852974138091638	2	1973,1977	Other
BIOCARTA_KERATINOCYTE_PATHWAY	0.7052631578947368	0.9274888192979949	0.0755015292281669	-0.27974116475858635	-0.8081618960809873	7	5608,5609,5595,2113,7132,5606,2114	Other
BIOCARTA_KREB_PATHWAY	0.29862475442043224	0.8590707800138055	0.10797236031734525	-0.8377171215880893	-1.1088504604132547	1	3418	Other
BIOCARTA_LAIR_PATHWAY	0.0976027397260274	0.6687997834660893	0.18643255843407516	0.664806431680189	1.3792782563787809	4	3569,3383,7412	Other
BIOCARTA_LDL_PATHWAY	0.09417808219178082	0.6577634559378708	0.19002330527910832	0.6689567431252691	1.387888934706503	4	6347,3569,1435	Other
BIOCARTA_LECTIN_PATHWAY	0.03950504222423331	0.4896439696531887	0.3217759180753611	0.8753723932472691	1.4361818885327344	2	717,721	Other
BIOCARTA_LIS1_PATHWAY	0.6708229426433915	0.9243828090285362	0.07530937641727728	-0.33499899838780905	-0.8291320274759396	5	55567	Other
BIOCARTA_LONGEVITY_PATHWAY	0.5440140845070423	0.918444829649174	0.06831108583186465	0.49716924379717486	0.9406193665977206	3	3479,6464	Other
BIOCARTA_LYMPHOCYTE_PATHWAY	0.125	0.7365459973875723	0.16318012718068908	0.6478681044120116	1.3441361978981197	4	960,3383,5175,3688	Other
BIOCARTA_LYM_PATHWAY	0.5376712328767124	0.918444829649174	0.0675188953767744	0.46311058620282786	0.9608185652386586	4	3383,7412,5175,3688	Other
BIOCARTA_MALATEX_PATHWAY	0.8722109533468559	0.9612023194836369	0.05258989506236159	0.5702233250620348	0.7501005117807769	1	47	Other
BIOCARTA_MAL_PATHWAY	0.5348837209302325	0.918444829649174	0.07850290473486872	-0.5551142005958292	-0.9560259610282024	2	5595,387	Other
BIOCARTA_MAPK_PATHWAY	0.5254491017964071	0.9180696387920153	0.06211241889494712	0.3209089325444009	0.9362954610298392	11	7042,4609,1326,7040,7043,5606	Other
BIOCARTA_MCALPAIN_PATHWAY	0.6443661971830986	0.9243828090285362	0.06011861425318512	0.4570293094883259	0.8646766166068005	3	7430,824,3688	Other
BIOCARTA_MCM_PATHWAY	0.5343811394891945	0.918444829649174	0.07473852274390924	-0.7553349875930521	-0.9998047397801978	1	1027	Other
BIOCARTA_MEF2D_PATHWAY	0.775047258979206	0.9276810123009489	0.054793950077336284	0.4860973187686196	0.7975167719078542	2	4773,824	Other
BIOCARTA_MET_PATHWAY	0.7488479262672811	0.9276810123009489	0.06583119583688658	-0.3944361649279682	-0.7805276110740883	3	5595,3688,5908	Other
BIOCARTA_MITOCHONDRIA_PATHWAY	0.6957403651115619	0.9243828090285362	0.06321911708594577	0.6679900744416873	0.8787078232001093	1	836	Mitochondria
BIOCARTA_MITR_PATHWAY	0.9959432048681541	0.997067294264168	0.04650840487191565	0.5066997518610421	0.6665384008078094	1	7533	Other
BIOCARTA_MONOCYTE_PATHWAY	0.125	0.7365459973875723	0.16318012718068908	0.6478681044120116	1.3441361978981197	4	960,3383,5175,3688	Other
BIOCARTA_MPR_PATHWAY	0.8245243128964059	0.9473088963470475	0.05712585100181134	-0.423038728897716	-0.7285636125188091	2	5595,10487	Other
BIOCARTA_MRP_PATHWAY	0.5091277890466531	0.9143586340398856	0.07892096381800347	0.7543424317617866	0.9923000678039867	1	8714	Other
BIOCARTA_MSP_PATHWAY	0.3988657844990548	0.8853245973668876	0.08835944425009051	0.6576162913077584	1.0789197996943065	2	6347,1435	Other
BIOCARTA_MTA3_PATHWAY	0.45774647887323944	0.9035297692968601	0.07707367349441024	0.5369409313279148	1.0158654120850976	3	6615,7846	Other
BIOCARTA_MTOR_PATHWAY	0.48086124401913877	0.9104328062758132	0.0911073131586733	-0.4348820844804522	-0.9728412346693683	4	1978,5164	Other
BIOCARTA_MYOSIN_PATHWAY	0.656188605108055	0.9243828090285362	0.06450312496564929	-0.6947890818858561	-0.9196627041342161	1	4660	Other
BIOCARTA_NDKDYNAMIN_PATHWAY	0.10964083175803403	0.7013323396830013	0.1847064712077387	0.8083416087388282	1.3262076656445216	2	4830,1759	Other
BIOCARTA_NEUTROPHIL_PATHWAY	0.0897887323943662	0.6459783136429843	0.19782202131510335	0.7308946855014834	1.3828162234559211	3	960,3383,5175	Other
BIOCARTA_NFAT_PATHWAY	0.5790349417637272	0.918444829649174	0.06252374147247618	0.4068557260177875	0.9042351231885213	5	3479,4773	Other
BIOCARTA_NFKB_PATHWAY	0.397887323943662	0.8853245973668876	0.08455574424412811	0.5663189269746647	1.0714471118823399	3	4615,7132,3554	Other
BIOCARTA_NGF_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	5595,6464	Other
BIOCARTA_NKCELLS_PATHWAY	0.5623678646934461	0.918444829649174	0.07588869006061172	-0.5436941410129096	-0.9363581639766383	2	5595,3688	Other
BIOCARTA_NKT_PATHWAY	0.040849666013907514	0.4896439696531887	0.3217759180753611	0.6535589845694375	1.649477535680057	7	6348,6351,940,7042,920,7040,7043	Other
BIOCARTA_NO1_PATHWAY	0.01698893108066539	0.3139412889281292	0.35248785758361917	0.8504719324391455	1.609050399598742	3	1134,624,6541	Other
BIOCARTA_NO2IL12_PATHWAY	0.4300202839756592	0.9035297692968601	0.08809450103985174	0.8009925558312655	1.0536659930497596	1	920	Other
BIOCARTA_NOTCH_PATHWAY	0.9959432048681541	0.997067294264168	0.04650840487191565	0.5071960297766749	0.6671912297997857	1	6868	Other
BIOCARTA_NPC_PATHWAY	0.4827586206896552	0.9104328062758132	0.08175155825321447	0.773697270471464	1.0177603984910626	1	3838	Other
BIOCARTA_NPP1_PATHWAY	0.4297945205479452	0.9035297692968601	0.07892096381800347	0.502472058624873	1.04248206977722	4	5167,1282,1284	Other
BIOCARTA_NTHI_PATHWAY	0.7903494176372712	0.9304696325784065	0.04802204159682506	0.33649398775168343	0.7478564587131747	5	4615,7048,5606,7046	Other
BIOCARTA_NUCLEARRS_PATHWAY	0.2979274611398964	0.8590707800138055	0.12687572992985735	-0.4115988386315287	-1.1052574419657055	6	8431,1580,5465	Other
BIOCARTA_P27_PATHWAY	0.5343811394891945	0.918444829649174	0.07473852274390924	-0.7553349875930521	-0.9998047397801978	1	1027	Other
BIOCARTA_P38MAPK_PATHWAY	0.567524115755627	0.918444829649174	0.061840603575328466	0.36049298730683743	0.9098261952967587	7	7042,4609,7040,7043,6464,7046	Other
BIOCARTA_P53HYPOXIA_PATHWAY	0.38636363636363635	0.8853245973668876	0.08175155825321447	0.452991403642404	1.0821182629204043	6	1647,1026,3091,4193,7157	Other
BIOCARTA_P53_PATHWAY	0.2071917808219178	0.7915758351953786	0.12325722638133735	0.602113431668297	1.2492086787950987	4	1647,1026,4193,7157	Other
BIOCARTA_PAR1_PATHWAY	0.7880184331797235	0.9304696325784065	0.06335970106437581	-0.381023348236463	-0.7539857401685464	3	4660,387,2149	Other
BIOCARTA_PDGF_PATHWAY	0.5708245243128964	0.918444829649174	0.07511816352763015	-0.5292949354518371	-0.9115596372594489	2	5595,6464	Other
BIOCARTA_PDZS_PATHWAY	0.8840864440078585	0.9681292294258894	0.05049830441007088	-0.5741935483870968	-0.7600355347737772	1	118	Other
BIOCARTA_PELP1_PATHWAY	0.7662082514734774	0.9276810123009489	0.05712585100181134	-0.6208436724565757	-0.8217843163370746	1	5595	Other
BIOCARTA_PGC1A_PATHWAY	0.34210526315789475	0.8795575896262395	0.1119183163251045	-0.49403578528827036	-1.1051694251900035	4	5465,6517,2101,7533	Other
BIOCARTA_PITX2_PATHWAY	0.1497695852534562	0.7403142044595876	0.1737478389995708	-0.6875310481867859	-1.3605166419729702	3	5308,1855,8861	Other
BIOCARTA_PLATELETAPP_PATHWAY	0.13311148086522462	0.7403142044595876	0.1552419662288392	0.5963047088679816	1.3252846829973364	5	5054,5328,1282,1284	Other
BIOCARTA_PLK3_PATHWAY	0.613013698630137	0.918444829649174	0.06116926267466889	0.43936381709741545	0.9115509879025551	4	1263,7157,7533,545	Other
